path,base_path,status,owners,split_rule,evidence,hunk_count,base_to_source_hunks
lib/src/features/migration/screens/mobile/mobile_ironwood_migration_redesigned_status.dart,lib/src/features/migration/screens/mobile/mobile_ironwood_migration_redesigned_status.dart,M,C09,Compatibility rename from broad hardware to Keystone is a C09 regression guard.,Passes isKeystone rather than isHardware to status action.,1,-1291 +1291
lib/src/features/migration/screens/mobile/mobile_ironwood_migration_review.dart,lib/src/features/migration/screens/mobile/mobile_ironwood_migration_review.dart,M,C08;C09;UI,"Plan retention/start/cancel/complete is dormant residual C09 behavior using the raw C08 signer. Preserve for source parity and preview tests, but keep it unreachable from production while the root capability is unsupported; StatefulWidget mounting and explanatory content are UI.","The review can retain a Ledger plan and mount LedgerImmediateMigrationSigningOverlay, but the mobile flow root redirects active Ledger accounts before this production screen is reached.",8,"-67,0 +68,2 | -85 +87,10 | -97,20 +108 | -133,0 +126,35 | -144,0 +172,12 | -145,0 +185,2 | -245 +286 | -387,5 +428,7"
lib/src/features/migration/screens/mobile/mobile_ironwood_migration_routes.dart,lib/src/features/migration/screens/mobile/mobile_ironwood_migration_routes.dart,M,C09;UI,Signer-specific route eligibility/action dispatch is C09; rendered route/page and messages are UI.,Guards Ledger automatic/private routes and restricts Keystone status behavior.,7,"-26,0 +27,5 | -85,0 +91,4 | -87,2 +96,3 | -96,3 +106 | -104,0 +113 | -218,0 +228,4 | -240,3 +253"
lib/src/features/migration/screens/mobile/mobile_ironwood_migration_start.dart,lib/src/features/migration/screens/mobile/mobile_ironwood_migration_start.dart,M,C09;UI,Rejecting Ledger batched/private migration is C09; snackbar/dialog copy is UI. Do not infer that the dormant immediate signer is enabled.,Throws/returns explicit Ledger private migration unavailable errors and keeps Keystone-specific plan checks.,3,"-94 +94,6 | -290,2 +295,8 | -298 +309"
lib/src/features/migration/services/ironwood_migration_service.dart,lib/src/features/migration/services/ironwood_migration_service.dart,M,C09,Retain signer-neutral prepare/complete/discard/proof aliases as guarded residual behavior required for source parity and existing tests. They do not justify a new supported feature PR and must not be connected around the unsupported Ledger product gate; Keystone delegating APIs stay compatible.,"Hardware-named aliases exist, but production Ledger migration routes are blocked by ledgerAutomaticOrchardMigrationCapability before callers can invoke them.",4,"-2057,0 +2058,13 | -2080,0 +2094,11 | -3005,0 +3030,8 | -3016,0 +3049,4"
lib/src/features/migration/widgets/ledger_immediate_migration_signing_overlay.dart,lib/src/features/migration/widgets/ledger_immediate_migration_signing_overlay.dart,A,C08;C09;UI,"Extract service execution/cancellation/retry classification to the C09 migration controller using C08 signer; visual phase, modal, download prompt and messages remain UI.","Widget invokes LedgerImmediateMigrationService, cancels Rust operation, handles capacity/rebuild failures and renders desktop/mobile signing surfaces.",1,"-0,0 +1,201"
lib/src/features/onboarding/create/customise_account_screen.dart,lib/src/features/onboarding/create/customise_account_screen.dart,M,C02;UI,Ledger import completion callback/rollback contract is C02; account name/avatar form and copy are UI.,Adds Ledger constructor/back target/onFinish path.,7,"-19,0 +20 | -35 +36,2 | -37 +39,9 | -41,0 +52,2 | -120 +132 | -196 +208 | -246 +258,10"
lib/src/features/onboarding/import/import_split_view.dart,lib/src/features/onboarding/import/import_split_view.dart,M,UI,Ledger onboarding layout adaptation only.,Adjusts split-view content for Ledger import flow.,2,"-178 +178 | -183,2 +183,5"
lib/src/features/onboarding/import/import_wallet_birthday_screen.dart,lib/src/features/onboarding/import/import_wallet_birthday_screen.dart,M,C02;UI,"Birthday value handoff is C02 metadata; Ledger constructor, navigation controls and copy are UI.",Adds ImportWalletBirthdayScreen.ledger and callback.,12,"-17,0 +18 | -27,0 +29,4 | -36,3 +41,19 | -81 +102 | -308 +328,0 | -319,0 +340,10 | -333 +363 | -349 +379 | -380 +410 | -448,0 +479,27 | -464,11 +521 | -633,2 +680,2"
lib/src/features/onboarding/ledger/ledger_connect_screen.dart,lib/src/features/onboarding/ledger/ledger_connect_screen.dart,A,C01;C02;C03;UI,"Export/index/UFVK result and import setup payload are C01/C02; connection/readiness/cancel behavior is C03; screen state, advanced account-index input, device dialog and messages are UI. Extract controller before core PRs.","Desktop connect screen validates account index, connects via service, opens app, exports account, handles retry and routes to birthday.",1,"-0,0 +1,495"
lib/src/features/onboarding/ledger/ledger_desktop_ble_probe_dialog.dart,lib/src/features/onboarding/ledger/ledger_desktop_ble_probe_dialog.dart,A,C03;C04;C06;C07;UI,"Discovery/connect/cancel/pairing event contract is C03 plus platform adapter PR; device list, PIN prompt, settings action and diagnostics rendering are UI. Do not treat this probe dialog as adapter correctness evidence.","Runs BLE discovery/connection, consumes pairing code provider, handles pairing reset and renders probe details.",1,"-0,0 +1,560"
lib/src/features/onboarding/ledger/ledger_setup_args.dart,lib/src/features/onboarding/ledger/ledger_setup_args.dart,A,C02,Typed onboarding payload carrying exported account/index/birthday/password belongs to C02.,"LedgerBirthdayArgs, LedgerSetPasswordArgs and LedgerCustomiseAccountArgs.",1,"-0,0 +1,29"
lib/src/features/onboarding/mobile/mobile_customise_account_screen.dart,lib/src/features/onboarding/mobile/mobile_customise_account_screen.dart,M,C02;UI,Ledger importer/password commit/rollback transaction is C02; mobile form and navigation are UI.,Adds MobileLedgerCustomiseAccountScreen using ledgerAccountImporterProvider.,11,"-16,0 +17 | -17,0 +19 | -33 +35 | -34,0 +37,2 | -37 +41,4 | -39 +46 | -41 +48 | -43,0 +51,3 | -176 +186 | -235,9 +245,12 | -277 +290,62"
lib/src/features/onboarding/mobile/mobile_import_birthday_screen.dart,lib/src/features/onboarding/mobile/mobile_import_birthday_screen.dart,M,UI,Mobile birthday screen layout compatibility only.,Small Ledger-related presentation adaptation.,1,"-297,0 +298,4"
lib/src/features/onboarding/mobile/mobile_ledger_birthday_screen.dart,lib/src/features/onboarding/mobile/mobile_ledger_birthday_screen.dart,A,C02;UI,Birthday handoff is C02; full page is UI.,New mobile Ledger birthday route wrapper.,1,"-0,0 +1,49"
lib/src/features/onboarding/mobile/mobile_ledger_connect_screen.dart,lib/src/features/onboarding/mobile/mobile_ledger_connect_screen.dart,A,C01;C02;C03;UI,"Exported account/index result is C01/C02; BLE discovery/connect/readiness/cancel is C03/C04/C05; device sheet, account-index form and messages are UI. Extract a shared connection controller rather than copying desktop behavior into core.","Mobile flow discovers BLE devices, connects, exports UFVK and routes to birthday.",1,"-0,0 +1,461"
lib/src/features/onboarding/mobile/mobile_ledger_device_sheet.dart,lib/src/features/onboarding/mobile/mobile_ledger_device_sheet.dart,A,C03;UI,"Discovery/connect callback contract belongs C03; bottom-sheet lifecycle, device rows, pairing dialog and retry/settings actions are UI.",Mobile Ledger selector consumes LedgerDiscoveryUpdate and pairing reset state.,1,"-0,0 +1,418"
lib/src/features/onboarding/mobile/mobile_method_selection_screen.dart,lib/src/features/onboarding/mobile/mobile_method_selection_screen.dart,M,UI,Ledger onboarding entry tile/availability presentation only.,Adds Ledger method selection option.,6,"-2,0 +3 | -7,0 +9 | -22 +24 | -26 +28 | -27,0 +30 | -102,0 +106,11"
lib/src/features/onboarding/mobile/mobile_onboarding_progress.dart,lib/src/features/onboarding/mobile/mobile_onboarding_progress.dart,M,UI,Ledger onboarding step count/progress only.,Recognizes Ledger routes in progress indicator.,1,"-29,0 +30,8"
lib/src/features/onboarding/mobile/mobile_onboarding_scaffold.dart,lib/src/features/onboarding/mobile/mobile_onboarding_scaffold.dart,M,UI,Ledger route title/back presentation only.,Adapts mobile onboarding shell for Ledger steps.,3,"-24,0 +25 | -56,0 +58 | -113,5 +115,11"
lib/src/features/onboarding/mobile/mobile_passcode_screen.dart,lib/src/features/onboarding/mobile/mobile_passcode_screen.dart,M,C02;UI,Pending Ledger password/import continuation payload and rollback are C02; keypad/page presentation is UI.,Adds MobilePasscodeScreen.ledger setup continuation.,9,"-19,0 +20 | -39 +40,4 | -41 +45,8 | -97 +108,3 | -99 +111,0 | -105,0 +118,16 | -112,5 +140 | -207,0 +232,8 | -230 +262,3"
lib/src/features/onboarding/mobile/mobile_wallet_link_screens.dart,lib/src/features/onboarding/mobile/mobile_wallet_link_screens.dart,M,C15;UI,"No transfer semantics here; Ledger account icon selection is UI, tied to C15 model constants.",Wallet Link account row displays Ledger glyph by effectiveHardwareKind.,1,"-1127 +1127,7"
lib/src/features/onboarding/shared/set_password_screen.dart,lib/src/features/onboarding/shared/set_password_screen.dart,M,C02;UI,Ledger pending-password continuation/rollback is C02; form/navigation is UI.,Adds SetPasswordScreen.ledger and Ledger setup payload handoff.,9,"-21,0 +22 | -27 +28,3 | -29 +32,9 | -81 +91,0 | -94,0 +105,16 | -226 +252 | -230 +256,10 | -233,3 +268,3 | -238 +273"
lib/src/features/onboarding/welcome.dart,lib/src/features/onboarding/welcome.dart,M,UI,Ledger onboarding entry button/capability presentation only.,Adds Ledger path to desktop welcome/add-account choices.,10,"-12,0 +13 | -76 +77,5 | -369 +374,3 | -373,2 +380,2 | -380,2 +387,4 | -408 +417,3 | -412 +423 | -415,3 +426,3 | -455 +466,3 | -473,0 +487,15"
lib/src/features/pay/screens/pay_screen.dart,lib/src/features/pay/screens/pay_screen.dart,M,C13;UI,Payment deposit hardware flow routing/result contract is C13; page copy/icon is UI.,Signer-kind-aware Ledger payment deposit integration.,1,-185 +185
lib/src/features/payment_links/widgets/mobile/payment_link_claim_account_sheet.dart,lib/src/features/payment_links/widgets/mobile/payment_link_claim_account_sheet.dart,M,UI,Ledger account icon/label in claim chooser only.,Small signer-kind display branch.,1,"-187 +187,2"
lib/src/features/send/screens/mobile/mobile_ledger_send_sign_screen.dart,lib/src/features/send/screens/mobile/mobile_ledger_send_sign_screen.dart,A,C08;C10;C11;UI,"Extract base PCZT creation, TEX sequence, signing, checkpoint retry, discard/cancel and recovery decisions into C11 controller consuming C08/C10. Screen phases, error buttons, download prompt and rendering remain UI.","Stateful screen owns proposal->proof->sign->checkpoint sequence, two PCZTs, retry and uncheckpointed-signature cleanup.",1,"-0,0 +1,546"
lib/src/features/send/screens/mobile/mobile_send_screen.dart,lib/src/features/send/screens/mobile/mobile_send_screen.dart,M,C09;C11;UI,"Ledger-aware quote/Max/suggested amount uses C09; proposal handoff, Ledger cancel discard and status payload use C11; all input layout/prompt/icon/copy is UI.","Calls sendMaxEstimator/quote with isLedger, applies SendAmountSuggestion, routes to /send/ledger-sign and awaits discard.",43,"-28,0 +29 | -38,0 +40 | -46,0 +49,4 | -431,0 +438 | -468,0 +476 | -553,0 +562,2 | -678 +688 | -680,2 +690,4 | -1181 +1193 | -1193 +1205 | -1315 +1327 | -1413,0 +1426 | -1448 +1461,6 | -1452 +1470 | -1454 +1472 | -1456,2 +1474,9 | -1461,0 +1487,3 | -1463,7 +1491,9 | -1484,2 +1514,8 | -1498,0 +1535,5 | -1510,2 +1551,51 | -1512,0 +1603,12 | -1823 +1925 | -1825 +1927 | -1899,0 +2002,28 | -1901 +2031 | -2118,0 +2249,16 | -2597,0 +2744,5 | -2640,33 +2791,39 | -2676,10 +2833,4 | -2687,5 +2838,14 | -2693,15 +2853,23 | -2709,14 +2877,5 | -2724,3 +2883,2 | -2728,2 +2886,2 | -2732,2 +2890,2 | -2735,2 +2893,2 | -2750,11 +2908,20 | -2762 +2929 | -2825 +2992,27 | -3131 +3324,3 | -3261 +3456,5 | -3276 +3475,3"
lib/src/features/send/screens/mobile/mobile_send_status_screen.dart,lib/src/features/send/screens/mobile/mobile_send_status_screen.dart,M,C11;UI,Ledger result payload/refresh semantics are C11; status presentation is UI.,Accepts LedgerBroadcastArgs alongside existing status data.,8,"-22,0 +23 | -30,0 +32 | -36,0 +39 | -60,0 +64 | -69,0 +74 | -139,0 +145 | -156,0 +163 | -239,2 +246,4"
lib/src/features/send/screens/send_review_screen.dart,lib/src/features/send/screens/send_review_screen.dart,M,C03;C08;C10;C11;UI,Extract Ledger handoff/sign/checkpoint/cancel/recreate state machine to C11 consuming C03/C08/C10. Keep main's proposal-consumption and refresh ordering. Review buttons/modal/error copy remain UI.,"Desktop review holds Ledger signer, connection recovery, proposal checkpoint, uncheckpointed signature disposal and hardware dispatch.",18,"-0,0 +1,8 | -41 +49,34 | -63 +104 | -77,0 +119,13 | -81,0 +136,3 | -101 +158,11 | -161 +228 | -163 +230,7 | -176,0 +250,421 | -528 +1022 | -544 +1038 | -546 +1040,3 | -619,0 +1116,2 | -624 +1122 | -651,0 +1150,2 | -656 +1156 | -669 +1169,3 | -712,0 +1215,24"
lib/src/features/send/screens/send_screen.dart,lib/src/features/send/screens/send_screen.dart,M,C09;C11;UI,Ledger quote/Max selection and suggested amount are C09; proposal/review payload is C11; amount prompt/layout/copy is UI.,"Adds signer-aware estimator, amount adjustment, Ledger errors and send flow payload.",52,"-21,0 +22 | -27,0 +29 | -37,0 +40 | -41,0 +45 | -43,0 +48,2 | -51 +57 | -54,0 +61,3 | -88,2 +97,2 | -112 +121 | -116,0 +126 | -126 +136 | -130,0 +141 | -133,0 +145 | -135 +147 | -220,0 +233,8 | -272,0 +293 | -410 +431 | -469 +490 | -486 +507 | -639,0 +661 | -669,0 +692,5 | -671,0 +699,91 | -748 +866 | -824,0 +943 | -869 +988,6 | -877 +1001 | -879 +1003 | -886 +1010,6 | -896 +1025 | -899 +1028,7 | -901 +1036,2 | -906 +1042,6 | -918,2 +1059,8 | -1027,0 +1175 | -1029 +1177,4 | -1207,0 +1359,6 | -1210 +1367,3 | -1340,44 +1499,84 | -1386,25 +1584,0 | -1490,0 +1665,7 | -1511,0 +1693,25 | -1520 +1726,6 | -1531,0 +1743,2 | -1555,13 +1768,17 | -1569 +1786,32 | -1572,6 +1820 | -1957,0 +2201 | -1961,7 +2204,0 | -1968,0 +2206 | -2000,3 +2238,3 | -2004 +2242,3 | -2264 +2504"
lib/src/features/send/screens/send_status_screen.dart,lib/src/features/send/screens/send_status_screen.dart,M,C11;UI,Ledger broadcast result adaptation is C11; rendering is UI.,Displays Ledger send outcome through shared status screen.,5,"-39,0 +40 | -48,0 +50 | -53,0 +56 | -96,0 +100 | -228,0 +233"
lib/src/features/send/services/send_compose_dependencies.dart,lib/src/features/send/services/send_compose_dependencies.dart,A,C09;C11,Signer-aware quote/Max dependency injection is C09; proposal creation/discard dependencies and contracts are C11.,Introduces injectable send estimators/quoters/proposal operations used by desktop/mobile flows.,1,"-0,0 +1,74"
lib/src/features/send/services/send_flow.dart,lib/src/features/send/services/send_flow.dart,M,C09;C10;C11,LedgerBroadcastArgs and proposal execution/discard/route retention are C11; signed operation metadata/result is C10; Ledger planning inputs/quote constraints are C09. Preserve new-main cancel wait and balance refresh semantics.,"Hardware signer dispatch, Ledger result payload, route restoration, proposal consumption and cancellation helper changes.",17,"-28,0 +29 | -133,0 +135,12 | -292,0 +306,17 | -298 +328,3 | -309,0 +342,5 | -634,0 +672,28 | -647,0 +713 | -651 +717,2 | -660,9 +727,17 | -699,7 +774,17 | -739,2 +824,2 | -743,35 +828,17 | -780,12 +847,3 | -792,0 +851,118 | -794,14 +969,0 | -885 +1047 | -912 +1074"
lib/src/features/send/widgets/send_amount_adjustment_prompt.dart,lib/src/features/send/widgets/send_amount_adjustment_prompt.dart,A,UI,Amount adjustment confirmation dialog only; C09 supplies suggestion.,New prompt rendering accepted/rejected suggested amount.,1,"-0,0 +1,203"
lib/src/features/send/widgets/send_amount_suggestion.dart,lib/src/features/send/widgets/send_amount_suggestion.dart,A,C09;UI,Value object/comparison for device-feasible amount can be C09; displayed formatting remains UI.,SendAmountSuggestion represents an adjusted zatoshi amount and applicability.,1,"-0,0 +1,43"
lib/src/features/settings/screens/mobile/mobile_settings_screen.dart,lib/src/features/settings/screens/mobile/mobile_settings_screen.dart,M,C02;UI,Hardware details navigation keyed by signer metadata is C02 contract; list row/icon/copy UI.,Adds hardware account settings entry for Ledger.,2,"-66 +66,2 | -128,13 +129,30"
lib/src/features/settings/screens/settings_screen.dart,lib/src/features/settings/screens/settings_screen.dart,M,C02;UI,"Same desktop boundary: signer-aware navigation C02, presentation UI.",Adds Ledger hardware account settings route entry.,7,"-226,0 +227,4 | -348,0 +353 | -373,0 +379 | -421,0 +428 | -456,0 +464 | -481,0 +490 | -523,5 +532,12"
lib/src/features/swap/models/swap_hardware_broadcast_result.dart,lib/src/features/swap/models/swap_keystone_broadcast_result.dart,R056,C13,Signer-neutral broadcast result contract belongs to C13; rename must land with all Keystone consumers atomically.,Renames SwapKeystoneBroadcastResult to SwapHardwareBroadcastResult for shared Ledger/Keystone deposit result.,1,"-3,2 +3,2"
lib/src/features/swap/models/swap_state.dart,lib/src/features/swap/models/swap_state.dart,M,C13,Pending hardware signing intent/result state belongs to C13 and must retain Keystone serialization behavior.,Generalizes Keystone-specific pending/broadcast state for Ledger.,6,-49 +49 | -86 +86 | -295 +295 | -329 +329 | -340 +340 | -342 +342
lib/src/features/swap/providers/swap_hardware_signing_service.dart,lib/src/features/swap/providers/swap_hardware_signing_service.dart,M,C13,Shared hardware deposit draft/create/complete contract and Ledger dispatch belong to C13.,Adds Ledger-aware hardware signing service behavior.,2,"-41,0 +42,8 | -230,0 +239,34"
lib/src/features/swap/providers/swap_max_amount_estimator.dart,lib/src/features/swap/providers/swap_max_amount_estimator.dart,M,C09;C13,Ledger-compatible max estimation constraint is C09; swap adapter that supplies deposit context is C13.,Estimator passes Ledger signer constraints into swap ZEC deposit amount calculation.,2,"-9,0 +10 | -40,0 +42,23"
lib/src/features/swap/providers/swap_state_provider.dart,lib/src/features/swap/providers/swap_state_provider.dart,M,C09;C13,"Ledger deposit planning/Max uses C09; pending intent, deadline, draft, completion and recovery state transitions are C13. Keep general swap/Keystone transitions unchanged.","Adds hardware signer kind branching, Ledger draft and broadcast/recovery handling.",20,"-59,2 +59,2 | -828,0 +829,6 | -875 +881,2 | -879,0 +887,38 | -881 +926,2 | -895 +941 | -905 +951 | -908 +954 | -934 +980 | -1030,2 +1076,2 | -1033 +1079 | -1166 +1212 | -1175 +1221 | -1215 +1261 | -1249 +1295 | -1264 +1310 | -1295 +1341 | -1301 +1347 | -1701 +1747 | -1720 +1766"
lib/src/features/swap/screens/mobile/mobile_swap_keystone_sign_screen.dart,lib/src/features/swap/screens/mobile/mobile_swap_keystone_sign_screen.dart,M,C13,Compatibility adaptation to signer-neutral result contract; preserve Keystone flow under C13 regression coverage.,Uses renamed SwapHardwareBroadcastResult.,6,-21 +21 | -50 +50 | -292 +292 | -302 +302 | -312 +312 | -374 +374
lib/src/features/swap/screens/mobile/mobile_swap_ledger_sign_screen.dart,lib/src/features/swap/screens/mobile/mobile_swap_ledger_sign_screen.dart,A,C08;C10;C13;UI,Extract Ledger deposit sign/checkpoint/broadcast/cancel sequence into C13 controller consuming C08/C10; page/modal/errors remain UI.,New mobile Ledger swap signer route and result handoff.,1,"-0,0 +1,92"
lib/src/features/swap/screens/mobile/mobile_swap_review_screen.dart,lib/src/features/swap/screens/mobile/mobile_swap_review_screen.dart,M,C13;UI,Signer-specific deposit route/result and deadline checks C13; review presentation UI.,Routes Ledger deposits to mobile Ledger signing screen.,5,"-26,0 +27 | -201 +202 | -204 +205 | -205,0 +207,13 | -222 +236"
lib/src/features/swap/screens/swap_review_screen.dart,lib/src/features/swap/screens/swap_review_screen.dart,M,C13;UI,Ledger hardware signing dispatch C13; visual review UI.,Small Ledger branch in desktop swap review.,1,-103 +103
lib/src/features/swap/widgets/swap_activity_panel.dart,lib/src/features/swap/widgets/swap_activity_panel.dart,M,C13;UI,Recovery/result acknowledgment and retry callbacks C13; activity status controls/copy UI.,Handles generalized hardware/Ledger broadcast status in activity panel.,41,"-25 +25 | -29,0 +30 | -31,0 +33 | -39 +41 | -63,2 +65,2 | -91 +93 | -129 +131 | -142 +144 | -146 +148,7 | -152 +160,5 | -159 +171 | -180,0 +193,8 | -230 +250 | -236 +256,5 | -241 +265 | -245,3 +269,3 | -249 +273,15 | -266,2 +304,2 | -272 +310 | -287 +325 | -289 +327 | -291 +329 | -293 +331 | -295 +333 | -300 +338 | -308 +346 | -313 +351 | -320 +358 | -324 +362,17 | -326,2 +380,2 | -333 +387 | -362 +416 | -380 +434 | -382,4 +436,4 | -387 +441 | -389 +443 | -398,2 +452,2 | -435 +489 | -437,7 +491,18 | -520 +585 | -525 +590"
lib/src/features/swap/widgets/swap_keystone_signing_overlay.dart,lib/src/features/swap/widgets/swap_keystone_signing_overlay.dart,M,C13,Compatibility update to shared hardware result; no Ledger UI ownership.,Uses generalized swap broadcast result contract.,3,-17 +17 | -31 +31 | -274 +274
lib/src/features/swap/widgets/swap_ledger_signing_overlay.dart,lib/src/features/swap/widgets/swap_ledger_signing_overlay.dart,A,C08;C10;C13;UI,"Extract draft/sign/checkpoint/deadline/broadcast/cancel orchestration to C13 consuming C08/C10; overlay modal, prompts and copy UI.","Desktop Ledger deposit overlay owns signed-operation recovery, intent deadline gate and result completion.",1,"-0,0 +1,634"
lib/src/features/voting/screens/mobile/mobile_voting_screens.dart,lib/src/features/voting/screens/mobile/mobile_voting_screens.dart,M,C14;UI,Ledger signing action dispatch/cancel callback C14; mobile screens and messages UI.,Adds Ledger-specific voting signing/reconnect presentation.,4,"-169,2 +169,5 | -259,0 +263 | -268,0 +273,18 | -277,24 +299,22"
lib/src/features/voting/screens/voting_status_screen.dart,lib/src/features/voting/screens/voting_status_screen.dart,M,C03;C14;UI,"Ledger session action/cancel/reconnect invocation C14/C03; status modal, progress and errors UI. Do not move SDK round-state transitions into widgets.",Adds Ledger signing modal and calls session Ledger delegation flow.,33,"-7,0 +8 | -12,0 +14,3 | -16,0 +21,4 | -29,0 +38,11 | -31 +50,5 | -285,0 +309,8 | -370 +401 | -379 +410 | -383 +414 | -406 +437 | -410 +441 | -491,0 +523 | -502 +534,22 | -518,0 +572 | -527,0 +582,4 | -531,0 +590 | -533 +591,0 | -538,0 +597 | -543 +602,9 | -776,2 +843,2 | -789,0 +857 | -797,0 +866,4 | -806,0 +879,2 | -826,0 +901 | -834,0 +910,4 | -847,0 +927 | -865,0 +946,17 | -883 +980,3 | -891 +990,3 | -928 +1029 | -933,0 +1035,6 | -992,5 +1099,6 | -1093,0 +1202,315"
lib/src/features/wallet_link/models/wallet_link_models.dart,lib/src/features/wallet_link/models/wallet_link_models.dart,M,C02;C15,"HardwareSignerKind decoding is shared C02; transfer schema, Ledger kind/model round-trip and import conversion are C15.","kWalletLinkHardwareKindLedger, ledgerDeviceModel and Ledger-supported transfer account conversion.",7,"-8,0 +9 | -353,0 +355 | -368,0 +371 | -387,0 +391,7 | -400 +410,2 | -425,0 +437 | -431,0 +444"
lib/src/features/wallet_link/providers/wallet_link_provider.dart,lib/src/features/wallet_link/providers/wallet_link_provider.dart,M,C15,Exporting signer kind and safe device model belongs to C15; never export device ID/transport preference.,Transfer payload writes hardwareKind and ledgerDeviceModel for Ledger accounts.,2,"-240 +240,2 | -248,0 +250,4"
lib/src/providers/account_models.dart,lib/src/providers/account_models.dart,M,C02;C03;C15,HardwareSignerKind and account index/birthday/signer fields are C02; Ledger preference/last transport/device connection fields are C03; JSON must remain compatible for C15 imports. Split fields by introduction order but keep decode defaults preserving legacy Keystone.,"Adds HardwareSignerKind, LedgerConnectionPreference/Transport and AccountInfo Ledger metadata serialization.",8,"-2,0 +3,43 | -7,0 +51,8 | -16,0 +68,8 | -20 +79,9 | -25,0 +93,8 | -32,0 +108,9 | -43,0 +128,10 | -49,19 +143,37"
lib/src/providers/account_provider.dart,lib/src/providers/account_provider.dart,M,C02;C03;C10;C15,"importLedgerAccount, authoritative signer metadata, duplicate/import rollback and signer queries are C02; update/record Ledger connection are C03; deletion/reset signed-operation drain/cleanup hunks are C10; LinkedWalletAccountImport signer/model handling is C15. Generic rollback changes must be reviewed as C02 shared behavior.","Adds Ledger import, hardware signer differentiation, connection persistence, Wallet Link metadata and rollbackUnpersistedAccounts.",21,"-116,0 +117 | -122,0 +124 | -129,0 +132 | -135,0 +139 | -214,4 +217,0 | -225,2 +225,13 | -321,2 +331,0 | -331,2 +340,13 | -427,8 +446,0 | -448 +459,0 | -455,4 +466,22 | -610,0 +640 | -663,0 +694,50 | -1298,0 +1379 | -1308,0 +1390,3 | -1312,2 +1396,11 | -1328,0 +1422,84 | -1385,0 +1563,3 | -1432,0 +1613,10 | -1554,0 +1745,14 | -1584,0 +1789,23"
lib/src/providers/voting/voting_service_providers.dart,lib/src/providers/voting/voting_service_providers.dart,M,C08;C14,Signer-neutral compact signature storage/build aliases are C08 interface; SDK provider wiring for Ledger delegation is C14.,Adds hardware/Ledger voting service provider aliases around current SDK APIs.,2,"-169,0 +170,8 | -540,0 +549,38"
lib/src/providers/voting/voting_session_provider.dart,lib/src/providers/voting/voting_session_provider.dart,M,C03;C08;C14,"Connection/retry/cancel boundary C03; compact PCZT signature calls C08; round selection, signature storage and delegation session transition C14. Preserve current main SDK driver and vendor guard.","Adds Ledger signature loading, validates signer kind/account, stores bundle signatures and invokes shared delegation driver.",44,"-17,0 +18 | -176,0 +178 | -324,0 +327 | -611,0 +615,7 | -613 +623,4 | -630,0 +644 | -645,0 +660,4 | -649,2 +667,2 | -686 +704 | -733,0 +752 | -839,0 +859 | -880 +900 | -884,0 +905,6 | -900 +926 | -946 +972 | -992 +1018 | -1006 +1032 | -1024 +1050 | -1026,0 +1053 | -1028 +1055,37 | -1030 +1093,3 | -1035,0 +1101,12 | -1037 +1114 | -2283 +2360 | -2288 +2365 | -3114 +3191 | -3320 +3397,3 | -3323,7 +3402,7 | -3340 +3419 | -3357,0 +3437 | -3373 +3453 | -3377,0 +3458 | -3388 +3469 | -3402 +3483 | -3409 +3490 | -3413 +3494,6 | -3630,0 +3717,3 | -3661,0 +3751 | -3860 +3950,6 | -3863,0 +3959,23 | -4334,0 +4453 | -4346,0 +4466 | -4353,0 +4474,7 | -4525 +4652"
lib/src/providers/voting/voting_state.dart,lib/src/providers/voting/voting_state.dart,M,C14,Ledger request/progress/failure state belongs to C14 while preserving new SDK terminal delegation notices.,Adds Ledger voting request/signature state fields.,14,"-11,0 +12 | -78,0 +80 | -270,0 +273 | -277,0 +281,2 | -308,0 +314 | -314,0 +321 | -336,0 +344,3 | -340,0 +351,6 | -355,0 +372,3 | -358 +377 | -382,0 +402 | -388,0 +409,2 | -425,0 +448 | -432,0 +456,3"
lib/src/providers/voting/voting_submission_job_provider.dart,lib/src/providers/voting/voting_submission_job_provider.dart,M,C03;C08;C14,"Connection lifecycle C03 and compact signer C08 feed the C14 background job; draft vote, bundle matching, cancellation and delegation transition remain C14.",Adds Ledger job branch over current VotingDraftVote/round plan and retains ballot intent recording.,32,"-11,0 +12,3 | -26,0 +30 | -51,0 +56,2 | -57,0 +64,3 | -66,0 +76,4 | -72,0 +86,3 | -82 +98,2 | -89,0 +107,2 | -96,0 +116,5 | -108,0 +133,6 | -119,0 +150,7 | -226,0 +264,6 | -306,0 +350,26 | -411 +480 | -443 +512 | -648 +717 | -656,5 +725,13 | -667 +744 | -675 +752 | -678,0 +756 | -793 +871 | -799,0 +878,65 | -811,0 +955,3 | -870 +1016 | -873,0 +1020 | -889 +1036,5 | -1038 +1189 | -1057,0 +1209,3 | -1086,0 +1241,3 | -1109,0 +1267,2 | -1118,0 +1278,2 | -1124,0 +1286,3"
lib/src/rust/api/ledger.dart,lib/src/rust/api/ledger.dart,A,C01;C08;C10,Generated API: UFVK/device/APDU types/functions C01; PCZT plans/sign/finalize/validate C08; signed-operation checkpoint/list/broadcast/ack/discard C10. Never hand-edit; regenerate after each owning PR from that PR's Rust surface.,"FRB output contains Ledger account export/device app/APDU plan, full/compact PCZT signing and signed operation APIs.",1,"-0,0 +1,492"
